id,date,home_team,away_team,home_goals,away_goals,match_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_target,away_shots_target,home_red_cards,away_red_cards,b365h,b365d,b365a,season,league,home_team_goals_avg_last_5,away_goals_avg_last_5,ht_home_goals_avg_last_5,ht_away_goals_avg_last_5,home_balance_1h,home_balance_2h,away_balance_1h,away_balance_2h,home_form_1h_last_5,away_form_1h_last_5,home_form_2h_last_5,away_form_2h_last_5,home_shots_avg_last_5,away_shots_avg_last_5,home_shots_target_avg_last_5,away_shots_target_avg_last_5,home_red_cards_avg_last_5,away_red_cards_avg_last_5,home_goals_conceded_avg_last_5,away_goals_conceded_avg_last_5,target,home_points,away_points,home_points_avg_last_5,away_points_avg_last_5,home_overall_points_last_5,away_overall_points_last_5
3512,2023-05-19,Cadiz,Valladolid,2,0,H,0,0,D,11,6,4,2,0,1,2.2,3.4,3.3,2223,SP1,0.8,1.0,0.4,0.8,0,2,0,-2,0.4,0.0,-1.2,-1.4,13.0,9.2,3.6,3.2,0.2,0.4,1.6,2.4,2,3,0,0.8,0.8,0.8,0.6
3513,2023-05-19,Lyon,Monaco,3,1,H,1,1,D,22,16,11,9,0,0,2.38,4.0,2.6,2223,F1,2.0,1.6,0.4,0.8,0,2,0,-2,-0.6,0.2,1.0,-0.2,12.4,13.2,4.8,5.6,0.0,0.0,1.6,1.6,2,3,0,1.6,1.6,1.8,1.4
3514,2023-05-19,Sassuolo,Monza,1,2,A,1,0,H,13,16,4,5,1,0,2.15,3.6,3.2,2223,I1,1.2,1.4,0.4,0.2,1,-2,-1,2,0.0,0.0,0.6,0.6,11.4,9.2,4.0,4.4,0.2,0.0,0.6,0.8,0,0,3,2.2,1.8,0.8,2.2
3515,2023-05-19,Freiburg,Wolfsburg,2,0,H,0,0,D,16,9,7,2,1,0,2.0,3.8,3.4,2223,D1,1.4,1.6,0.6,0.8,0,2,0,-2,0.6,0.0,0.0,-0.2,13.0,9.8,5.4,3.8,0.0,0.0,0.8,1.8,2,3,0,1.4,1.8,1.8,2.0
3535,2023-05-20,Girona,Villarreal,1,2,A,1,1,D,9,10,3,5,0,0,2.8,3.75,2.3,2223,SP1,2.0,2.0,0.8,0.4,0,-1,0,1,0.6,0.0,0.4,1.0,12.8,14.6,4.8,5.8,0.0,0.0,1.0,1.0,0,0,3,2.4,2.0,2.0,2.0
3527,2023-05-20,Werder Bremen,FC Koln,1,1,D,0,1,A,13,13,6,4,0,0,2.6,3.6,2.55,2223,D1,1.6,1.8,0.6,1.4,-1,1,1,-1,0.4,0.2,-0.6,-0.2,12.2,11.0,4.8,5.2,0.0,0.0,1.8,1.8,1,1,1,0.6,2.0,0.6,2.0
3534,2023-05-20,Ath Bilbao,Celta,2,1,H,1,0,H,10,8,3,3,0,0,1.62,3.8,5.5,2223,SP1,0.4,1.2,0.2,0.6,1,0,-1,0,-0.2,-0.4,0.0,-0.2,14.6,10.0,4.2,3.2,0.2,0.2,0.6,1.8,2,3,0,0.8,0.8,0.8,0.6
3533,2023-05-20,Tottenham,Brentford,1,3,A,1,0,H,22,11,8,4,0,0,1.83,3.9,4.0,2223,E0,2.0,1.0,1.0,0.6,1,-3,-1,3,0.2,-0.4,0.4,0.0,14.8,7.0,5.6,2.2,0.0,0.0,1.4,1.4,0,0,3,2.0,0.8,0.8,2.0
3532,2023-05-20,Lille,Marseille,2,1,H,0,1,A,12,8,3,3,0,0,2.4,3.6,2.75,2223,F1,2.6,1.2,0.8,0.6,-1,2,1,-2,0.4,0.2,1.0,0.2,14.6,12.8,5.8,4.2,0.0,0.0,1.2,0.8,2,3,0,2.6,2.0,1.6,2.4
3536,2023-05-20,Barcelona,Sociedad,1,2,A,0,1,A,13,13,4,6,0,0,1.8,3.75,4.33,2223,SP1,1.6,0.6,1.0,0.4,-1,0,1,0,0.8,0.2,0.6,-0.6,16.8,11.8,5.2,4.0,0.0,0.2,0.2,1.0,0,0,3,2.6,1.0,2.4,2.2
3530,2023-05-20,Fulham,Crystal Palace,2,2,D,1,1,D,11,11,4,5,0,0,2.45,3.4,2.9,2223,E0,1.6,1.6,0.8,0.2,0,0,0,0,-0.4,-0.8,0.0,0.8,12.2,10.8,3.6,4.0,0.0,0.0,2.0,1.6,1,1,1,1.2,1.2,1.2,1.4
3529,2023-05-20,Liverpool,Aston Villa,1,1,D,0,1,A,10,6,5,3,0,0,1.45,5.0,6.25,2223,E0,2.2,1.0,1.2,0.4,-1,1,1,-1,0.6,-0.2,0.2,0.4,16.2,11.4,4.8,2.6,0.0,0.0,1.4,0.8,1,1,1,2.6,1.4,3.0,1.4
3528,2023-05-20,Bayern Munich,RB Leipzig,1,3,A,1,0,H,17,16,4,8,0,0,1.5,5.0,5.5,2223,D1,3.6,0.6,2.0,0.2,1,-3,-1,3,1.8,-0.4,0.6,0.0,22.0,18.4,9.6,6.8,0.0,0.2,1.2,1.0,0,0,3,2.6,1.2,2.0,2.4
3526,2023-05-20,Schalke 04,Ein Frankfurt,2,2,D,1,1,D,11,6,4,3,0,0,3.0,3.6,2.25,2223,D1,2.2,0.8,0.8,0.4,0,0,0,0,0.2,-1.6,0.2,-0.4,13.6,13.2,6.2,3.4,0.0,0.0,1.8,2.8,1,1,1,2.0,0.2,1.8,1.0
3531,2023-05-20,Nantes,Montpellier,0,3,A,0,1,A,13,13,3,6,0,0,2.1,3.5,3.4,2223,F1,1.2,2.2,0.4,1.0,-1,-2,1,2,-0.8,0.6,-0.2,0.0,12.6,11.2,5.0,4.6,0.0,0.0,2.2,1.6,0,0,3,0.6,1.4,0.4,1.4
3524,2023-05-20,Hertha,Bochum,1,1,D,0,0,D,14,17,4,6,0,0,2.2,3.6,3.1,2223,D1,1.4,0.8,0.6,0.4,0,0,0,0,-0.2,-0.6,0.2,0.0,10.2,10.8,3.2,3.6,0.0,0.0,1.4,1.4,1,1,1,1.4,1.0,0.6,1.0
3523,2023-05-20,Wolves,Everton,1,1,D,1,0,H,13,19,5,4,0,0,2.75,3.3,2.6,2223,E0,1.6,1.8,0.8,0.8,1,-1,-1,1,0.6,0.2,0.2,0.2,11.6,14.0,5.2,4.4,0.2,0.2,0.8,1.4,1,1,1,2.4,1.2,1.2,1.0
3522,2023-05-20,Nott'm Forest,Arsenal,1,0,H,1,0,H,6,11,2,3,0,0,5.25,4.33,1.57,2223,E0,1.8,2.0,1.2,1.6,1,0,-1,0,0.4,0.8,-0.4,-0.4,9.8,10.6,3.8,5.0,0.0,0.0,1.8,1.6,2,3,0,1.4,1.6,1.4,1.4
3521,2023-05-20,Getafe,Elche,1,1,D,1,1,D,9,13,5,4,0,0,1.5,4.0,7.0,2223,SP1,1.4,0.4,0.8,0.2,0,0,0,0,0.6,-0.2,0.0,-1.2,13.0,10.8,4.8,2.2,0.2,0.2,0.8,1.8,1,1,1,2.0,0.0,0.6,1.2
3520,2023-05-20,Milan,Sampdoria,5,1,H,3,1,H,19,6,9,3,0,0,1.17,7.5,17.0,2223,I1,1.2,0.6,0.8,0.4,2,2,-2,-2,0.8,-0.8,0.0,-1.6,16.6,7.6,4.2,2.4,0.0,0.2,0.4,3.0,2,3,0,1.8,0.2,1.6,0.4
3519,2023-05-20,Atalanta,Verona,3,1,H,1,1,D,13,10,5,2,0,0,1.53,4.2,6.0,2223,I1,1.6,0.6,0.4,0.0,0,2,0,-2,0.0,-0.6,0.0,0.2,17.4,10.6,4.6,4.0,0.0,0.0,1.6,1.0,2,3,0,1.8,1.0,1.8,1.4
3518,2023-05-20,Cremonese,Bologna,1,5,A,0,3,A,13,19,2,9,0,1,2.88,3.4,2.4,2223,I1,1.0,1.4,0.6,0.4,-3,-1,3,1,0.2,-0.6,-0.4,0.4,13.2,14.0,4.6,4.2,0.2,0.0,1.2,1.6,0,0,3,1.4,1.0,1.0,0.6
3517,2023-05-20,Bournemouth,Man United,0,1,A,0,1,A,10,20,4,5,0,0,6.0,4.75,1.5,2223,E0,1.4,0.8,0.6,0.6,-1,0,1,0,-0.8,0.4,0.0,-0.8,13.0,16.0,5.2,5.2,0.0,0.0,2.2,1.2,0,0,3,1.2,0.8,1.2,1.4
3516,2023-05-20,Almeria,Mallorca,3,0,H,2,0,H,12,7,3,3,0,0,2.25,3.25,3.3,2223,SP1,1.2,1.2,0.2,0.4,2,1,-2,-1,0.0,-0.2,-0.2,-0.4,11.0,8.2,3.4,2.6,0.0,0.0,1.4,1.8,2,3,0,1.4,0.8,1.2,1.4
3525,2023-05-20,Hoffenheim,Union Berlin,4,2,H,2,1,H,10,20,5,4,0,0,2.5,3.4,2.8,2223,D1,1.8,0.6,1.2,0.0,1,1,-1,-1,0.6,-0.8,0.0,0.0,12.4,9.6,4.8,2.6,0.4,0.0,1.2,1.4,2,3,0,1.8,0.8,0.8,1.6
3548,2023-05-21,Man City,Chelsea,1,0,H,1,0,H,15,13,2,6,0,0,1.25,6.0,11.0,2223,E0,3.2,1.4,1.6,0.6,1,0,-1,0,1.4,-0.6,1.0,0.4,15.4,10.6,6.8,3.6,0.0,0.0,0.8,1.6,2,3,0,3.0,1.2,3.0,0.8
3549,2023-05-21,Leverkusen,M'gladbach,2,2,D,2,0,H,13,9,6,5,1,0,1.45,5.25,5.75,2223,D1,2.4,0.8,1.2,0.2,2,-2,-2,2,0.6,-0.8,0.8,-0.6,13.0,8.2,6.6,3.8,0.0,0.2,1.0,2.2,1,1,1,2.4,0.4,1.2,0.8
3550,2023-05-21,Ajaccio,Rennes,0,5,A,0,4,A,2,13,0,7,1,0,7.0,4.2,1.5,2223,F1,0.0,0.8,0.0,0.4,-4,-1,4,1,-0.8,0.4,-0.4,-0.8,6.6,11.6,1.6,3.2,0.4,0.0,1.2,1.2,0,0,3,0.4,0.8,0.4,1.8
3551,2023-05-21,Brest,Clermont,2,1,H,1,1,D,10,8,3,2,0,0,2.05,3.5,3.6,2223,F1,1.6,1.4,1.0,0.8,0,1,0,-1,0.6,0.4,0.4,0.2,12.2,11.6,5.2,4.4,0.0,0.0,0.6,0.8,2,3,0,2.4,2.0,2.0,2.6
3556,2023-05-21,Mainz,Stuttgart,1,4,A,1,1,D,9,8,6,6,0,0,2.5,3.5,2.7,2223,D1,1.8,1.2,0.2,0.4,0,-3,0,3,-0.2,-0.2,0.6,-0.4,12.8,12.4,6.0,5.4,0.0,0.0,1.4,1.8,0,0,3,1.6,1.0,0.8,1.2
3553,2023-05-21,Reims,Angers,2,2,D,1,0,H,11,7,5,3,0,0,1.36,5.5,7.0,2223,F1,0.8,0.8,0.4,0.8,1,-1,-1,1,-0.6,-1.2,0.4,-1.4,16.4,5.6,5.0,2.4,0.0,0.2,1.0,3.4,1,1,1,1.4,0.0,0.6,0.0
3554,2023-05-21,Troyes,Strasbourg,1,1,D,0,1,A,8,16,3,5,1,1,5.5,4.33,1.57,2223,F1,1.0,2.0,0.6,1.0,-1,1,1,-1,-0.4,0.6,-0.6,-0.2,10.6,13.4,4.6,5.4,0.0,0.2,2.0,1.6,1,1,1,0.4,1.4,0.2,2.4
3555,2023-05-21,Lorient,Lens,1,3,A,1,2,A,13,15,5,7,0,0,5.5,4.33,1.57,2223,F1,0.8,1.6,0.4,1.2,-1,-1,1,1,0.4,0.6,-0.2,0.2,11.6,13.8,3.8,5.2,0.2,0.2,0.6,0.8,0,0,3,1.4,2.0,1.4,2.4
3557,2023-05-21,West Ham,Leeds,3,1,H,1,1,D,19,12,9,3,0,0,2.4,3.5,2.88,2223,E0,1.2,1.6,1.0,0.4,0,2,0,-2,0.0,-0.6,-0.6,-0.6,11.4,9.4,2.6,3.8,0.0,0.0,1.8,2.8,2,3,0,1.4,0.6,0.6,0.4
3552,2023-05-21,Nice,Toulouse,0,0,D,0,0,D,21,7,7,4,0,0,1.85,3.75,3.8,2223,F1,1.0,1.2,0.4,0.6,0,0,0,0,-0.4,0.4,0.0,0.0,16.0,11.8,4.4,5.0,0.0,0.2,1.4,0.8,1,1,1,1.0,2.0,1.2,1.0
3547,2023-05-21,Brighton,Southampton,3,1,H,2,0,H,26,5,8,1,0,0,1.22,7.0,11.0,2223,E0,2.4,1.4,1.4,0.8,2,0,-2,0,0.4,-0.2,0.4,-0.6,22.2,11.4,7.8,4.2,0.0,0.0,1.6,2.2,2,3,0,2.0,0.4,1.8,0.2
3545,2023-05-21,Vallecano,Espanol,1,2,A,1,1,D,15,10,5,6,0,0,2.15,3.4,3.4,2223,SP1,1.8,1.4,1.0,0.8,0,-1,0,1,0.4,-0.2,0.0,-1.4,13.4,9.6,4.2,3.0,0.2,0.4,1.4,3.0,0,0,3,2.0,0.0,1.2,0.8
3544,2023-05-21,Lecce,Spezia,0,0,D,0,0,D,6,14,1,0,0,0,2.2,3.1,3.6,2223,I1,0.6,0.8,0.2,0.4,0,0,0,0,-0.4,-0.4,-0.2,-0.4,16.8,12.2,4.0,4.6,0.0,0.0,1.2,1.6,1,1,1,0.8,0.4,0.8,0.8
3543,2023-05-21,Torino,Fiorentina,1,1,D,0,0,D,10,8,4,1,0,0,1.95,3.4,4.2,2223,I1,0.6,1.6,0.0,0.8,0,0,0,0,-1.0,0.2,-0.2,0.0,10.6,13.2,3.4,3.4,0.0,0.0,1.8,1.4,1,1,1,0.4,1.4,2.0,1.4
3542,2023-05-21,Napoli,Inter,3,1,H,0,0,D,22,6,9,2,0,1,2.9,3.3,2.45,2223,I1,0.8,2.6,0.0,1.0,0,2,0,-2,-0.4,1.0,0.2,1.0,16.2,19.8,4.4,7.2,0.0,0.0,1.0,0.6,2,3,0,1.6,2.0,1.6,3.0
3541,2023-05-21,Udinese,Lazio,0,1,A,0,0,D,12,14,2,4,0,0,3.8,3.4,2.0,2223,I1,2.2,1.2,1.8,0.6,0,-1,0,1,1.6,0.2,-0.2,0.0,13.0,8.6,5.6,3.6,0.0,0.0,0.8,1.0,0,0,3,2.2,1.4,1.4,0.8
3540,2023-05-21,Ath Madrid,Osasuna,3,0,H,1,0,H,15,12,5,2,0,0,1.36,4.75,8.0,2223,SP1,2.8,0.4,1.2,0.0,1,2,-1,-2,0.8,-0.4,1.4,0.0,17.6,7.8,7.4,2.4,0.0,0.4,0.6,0.8,2,3,0,3.0,0.8,1.8,1.8
3539,2023-05-21,Valencia,Real Madrid,1,0,H,1,0,H,12,13,6,5,0,1,3.2,3.5,2.2,2223,SP1,1.0,1.0,0.0,0.4,1,0,-1,0,-0.4,-0.2,0.4,-0.4,13.0,17.8,3.4,5.4,0.2,0.2,1.0,1.6,2,3,0,1.6,0.8,2.0,1.8
3538,2023-05-21,Sevilla,Betis,0,0,D,0,0,D,10,5,4,0,0,1,2.3,3.3,3.1,2223,SP1,1.8,0.8,0.8,0.6,0,0,0,0,0.0,-0.6,0.2,-0.4,18.4,9.8,4.4,2.8,0.4,0.2,1.6,1.8,1,1,1,2.0,0.8,2.4,1.4
3537,2023-05-21,Auxerre,Paris SG,1,2,A,0,2,A,14,15,7,4,0,0,8.0,5.25,1.36,2223,F1,1.0,2.4,0.6,1.4,-2,1,2,-1,0.4,1.2,0.0,0.6,11.4,16.6,4.0,7.0,0.0,0.0,0.6,0.6,0,0,3,1.8,3.0,1.0,2.4
3546,2023-05-21,Augsburg,Dortmund,0,3,A,0,0,D,4,28,1,10,1,0,7.0,5.5,1.36,2223,D1,1.2,1.8,0.6,1.0,0,-3,0,3,0.0,0.2,0.0,-0.4,9.2,17.8,2.6,7.0,0.2,0.0,1.2,2.0,0,0,3,1.6,1.2,1.0,2.2
3558,2023-05-22,Roma,Salernitana,2,2,D,0,1,A,22,8,5,3,0,0,1.45,4.2,7.5,2223,I1,2.0,1.0,0.4,0.4,-1,1,1,-1,-0.4,0.0,1.0,-0.2,16.6,8.8,5.8,2.0,0.2,0.0,1.4,1.2,1,1,1,1.4,0.8,0.6,1.6
3559,2023-05-22,Empoli,Juventus,4,1,H,2,0,H,14,19,7,4,0,0,5.5,3.75,1.65,2223,I1,1.2,1.0,0.6,0.4,2,1,-2,-1,0.6,0.0,-0.6,0.2,13.2,11.0,4.0,4.0,0.2,0.2,1.2,0.8,2,3,0,1.8,1.4,1.4,2.0
3560,2023-05-22,Newcastle,Leicester,0,0,D,0,0,D,23,1,4,1,0,0,1.36,5.5,7.0,2223,E0,3.0,1.4,1.4,0.0,0,0,0,0,1.0,-1.6,1.0,0.6,20.6,12.0,6.6,3.8,0.0,0.0,1.0,2.4,1,1,1,2.4,0.4,2.0,1.0
3563,2023-05-23,Valladolid,Barcelona,3,1,H,2,0,H,8,16,4,6,0,0,3.6,3.8,1.91,2223,SP1,1.4,2.0,0.6,1.0,2,0,-2,0,-0.2,0.8,-1.2,0.4,17.4,12.4,5.4,4.2,0.0,0.0,2.8,0.8,2,3,0,0.8,2.0,0.0,1.8
3561,2023-05-23,Sociedad,Almeria,1,0,H,1,0,H,15,2,2,2,0,1,1.36,5.0,8.0,2223,SP1,2.0,1.6,0.6,1.0,1,0,-1,0,0.2,-0.4,1.2,-0.4,12.4,10.0,4.2,4.0,0.0,0.0,0.6,2.4,2,3,0,2.6,0.8,2.2,1.8
3562,2023-05-23,Celta,Girona,1,1,D,1,0,H,16,11,7,4,0,0,2.0,3.5,3.75,2223,SP1,1.4,1.2,0.4,0.8,1,-1,-1,1,-0.4,-0.2,0.8,0.4,15.0,10.2,5.8,3.8,0.2,0.2,1.0,1.0,1,1,1,1.4,1.2,0.6,2.0
3568,2023-05-24,Betis,Getafe,0,1,A,0,0,D,11,9,4,2,1,0,2.0,3.2,4.2,2223,SP1,1.4,0.2,0.8,0.2,0,-1,0,1,0.8,-0.2,-0.2,-1.0,11.0,6.8,4.0,2.0,0.4,0.0,0.8,1.4,0,0,3,2.0,0.2,1.6,0.8
3569,2023-05-24,Espanol,Ath Madrid,3,3,D,0,2,A,26,16,13,7,0,0,2.88,3.5,2.38,2223,SP1,1.0,1.6,0.2,1.0,-2,2,2,-2,-1.0,0.4,0.2,0.2,13.2,12.6,5.0,4.2,0.2,0.0,1.8,1.0,1,1,1,0.8,1.8,1.2,2.4
3567,2023-05-24,Villarreal,Cadiz,2,0,H,2,0,H,13,16,7,8,0,0,1.44,4.5,7.0,2223,SP1,3.0,0.8,0.8,0.0,2,0,-2,0,-0.2,-0.6,2.0,0.0,19.0,10.4,7.6,3.0,0.2,0.0,1.2,1.4,2,3,0,2.4,1.0,2.6,1.2
3564,2023-05-24,Elche,Sevilla,1,1,D,1,1,D,20,9,7,3,0,1,4.0,3.75,1.91,2223,SP1,1.2,1.6,0.4,0.0,0,0,0,0,-0.4,-0.0,0.2,1.2,15.8,9.8,5.2,3.6,0.0,0.0,1.4,0.4,1,1,1,1.4,2.4,1.4,2.0
3565,2023-05-24,Brighton,Man City,1,1,D,1,1,D,20,13,7,4,0,0,4.0,4.33,1.75,2223,E0,2.8,2.8,1.6,1.6,0,0,0,0,0.6,1.4,0.4,0.8,25.2,13.6,8.4,6.0,0.0,0.0,1.8,0.6,1,1,1,2.0,3.0,1.8,3.0
3566,2023-05-24,Real Madrid,Vallecano,2,1,H,1,0,H,12,15,3,6,0,0,1.62,4.0,5.25,2223,SP1,3.0,0.6,1.8,0.2,1,0,-1,0,1.4,-0.4,0.6,-1.6,19.2,11.2,8.2,2.8,0.0,0.4,1.0,2.6,2,3,0,2.4,0.2,1.2,1.2
3570,2023-05-25,Mallorca,Valencia,1,0,H,0,0,D,4,15,3,5,0,0,3.3,3.0,2.4,2223,SP1,1.2,1.2,0.2,0.6,0,1,0,-1,-0.2,0.2,0.8,-0.6,8.6,10.6,2.4,3.4,0.2,0.2,0.6,1.6,2,3,0,1.8,1.2,0.8,2.0
3571,2023-05-25,Osasuna,Ath Bilbao,2,0,H,0,0,D,9,10,3,5,0,0,3.0,3.25,2.45,2223,SP1,1.6,1.8,0.6,0.8,0,2,0,-2,-0.2,0.4,0.0,-0.4,14.6,13.6,4.2,5.4,0.0,0.0,1.8,1.8,2,3,0,1.8,2.0,1.2,0.8
3572,2023-05-25,Man United,Chelsea,4,1,H,2,0,H,18,14,9,5,0,0,1.6,4.33,5.0,2223,E0,1.2,1.4,0.8,0.6,2,1,-2,-1,0.8,-0.8,0.4,0.8,19.6,11.2,6.6,4.4,0.0,0.0,0.0,1.4,2,3,0,2.6,1.2,1.8,0.8
3573,2023-05-26,Sampdoria,Sassuolo,2,2,D,1,2,A,17,22,3,8,0,0,3.8,4.1,1.83,2223,I1,1.4,1.4,1.0,0.8,-1,1,1,-1,0.6,-0.2,-0.8,-1.2,11.4,15.2,3.8,4.8,0.2,0.0,1.6,2.8,1,1,1,1.0,0.6,0.2,0.8
3587,2023-05-27,Salernitana,Udinese,3,2,H,1,2,A,11,10,3,4,0,1,2.7,3.5,2.55,2223,I1,2.0,0.2,0.8,0.0,-1,2,1,-2,0.2,-0.8,0.6,-0.8,10.4,10.8,3.8,3.0,0.0,0.2,1.2,1.8,2,3,0,1.8,0.6,1.2,0.8
3588,2023-05-27,Spezia,Torino,0,4,A,0,1,A,8,11,1,4,0,0,2.38,3.25,3.1,2223,I1,1.0,1.4,0.0,1.0,-1,-3,1,3,-0.6,0.8,0.2,0.4,10.0,10.8,3.0,3.8,0.2,0.0,1.4,0.2,0,0,3,1.4,2.6,0.8,1.6
3589,2023-05-27,Fiorentina,Roma,2,1,H,0,1,A,15,8,5,4,0,0,2.05,3.5,3.6,2223,I1,2.0,0.6,0.8,0.4,-1,2,1,-2,0.4,0.0,1.2,-0.4,19.2,10.4,5.4,3.0,0.2,0.6,0.4,1.0,2,3,0,2.2,1.0,1.6,0.8
3590,2023-05-27,Inter,Atalanta,3,2,H,2,1,H,20,11,11,3,0,0,1.83,3.8,4.0,2223,I1,1.4,1.2,0.2,0.6,1,0,-1,0,-0.2,0.6,0.4,-0.6,19.0,9.2,4.8,3.2,0.2,0.0,1.2,1.2,2,3,0,1.2,1.4,2.4,1.8
3591,2023-05-27,Bochum,Leverkusen,3,0,H,2,0,H,10,11,5,2,0,1,3.25,4.0,2.0,2223,D1,1.6,1.4,0.4,0.2,2,1,-2,-1,-0.8,-0.0,0.2,0.8,13.4,12.8,5.0,4.8,0.0,0.0,2.2,0.6,2,3,0,1.4,1.8,1.0,1.2
3594,2023-05-27,FC Koln,Bayern Munich,1,2,A,0,1,A,9,11,3,3,0,0,7.5,6.0,1.3,2223,D1,1.2,1.4,0.6,0.6,-1,0,1,0,-0.2,0.6,0.2,-0.6,16.8,14.0,7.4,5.2,0.0,0.0,1.2,1.4,0,0,3,1.0,1.8,2.0,1.8
3593,2023-05-27,Ein Frankfurt,Freiburg,2,1,H,0,1,A,14,13,8,7,0,0,2.4,3.75,2.7,2223,D1,1.4,1.2,0.8,0.0,-1,2,1,-2,0.4,-0.6,0.2,0.6,13.6,10.0,4.2,5.0,0.0,0.0,0.8,1.2,2,3,0,1.4,1.6,1.0,1.8
3586,2023-05-27,Clermont,Lorient,2,0,H,1,0,H,18,6,7,1,0,0,2.15,3.4,3.4,2223,F1,1.4,1.4,0.8,0.6,1,1,-1,-1,-0.4,-0.2,0.4,-0.2,10.0,8.6,5.0,3.6,0.6,0.4,1.4,1.8,2,3,0,2.4,1.0,2.0,1.4
3595,2023-05-27,Stuttgart,Hoffenheim,1,1,D,0,0,D,19,8,4,2,0,0,1.57,4.75,5.0,2223,D1,1.4,1.0,0.2,0.0,0,0,0,0,-0.4,-0.8,0.2,0.4,12.4,7.8,3.4,2.0,0.2,0.2,1.6,1.4,1,1,1,1.0,0.8,1.6,1.2
3596,2023-05-27,M'gladbach,Augsburg,2,0,H,2,0,H,17,9,7,3,0,1,2.2,3.8,3.0,2223,D1,1.2,2.0,0.4,1.0,2,0,-2,0,0.4,-0.8,0.2,0.0,15.4,10.6,6.4,3.2,0.2,0.0,0.6,2.8,2,3,0,1.6,0.4,0.8,1.0
3592,2023-05-27,Dortmund,Mainz,2,2,D,0,2,A,30,10,12,4,0,0,1.14,8.5,15.0,2223,D1,4.6,1.0,3.0,0.4,-2,2,2,-2,2.8,-0.8,1.0,0.2,18.4,10.0,8.8,3.4,0.0,0.0,0.8,1.6,1,1,1,3.0,1.0,2.6,0.6
3585,2023-05-27,Wolfsburg,Hertha,1,2,A,1,0,H,19,9,9,5,0,0,1.36,5.25,8.0,2223,D1,1.6,1.2,0.8,0.6,1,-2,-1,2,0.4,-0.8,0.4,-1.2,13.4,8.6,4.2,3.4,0.0,0.0,0.8,3.2,0,0,3,1.8,0.2,1.8,0.8
3597,2023-05-27,Union Berlin,Werder Bremen,1,0,H,0,0,D,16,7,4,4,0,0,1.44,4.75,7.0,2223,D1,2.0,2.0,0.8,0.6,0,1,0,-1,0.8,0.6,0.6,-0.6,10.8,8.6,3.0,2.8,0.2,0.0,0.6,2.0,2,3,0,2.2,1.0,1.4,0.8
3583,2023-05-27,Sevilla,Real Madrid,1,2,A,1,1,D,11,6,1,3,1,0,2.88,3.5,2.4,2223,SP1,1.4,1.0,0.6,0.4,0,-1,0,1,0.0,-0.4,0.0,-0.4,15.0,17.4,4.2,5.4,0.4,0.4,1.4,1.8,0,0,3,1.6,0.6,1.6,1.8
3582,2023-05-27,Lens,Ajaccio,3,0,H,3,0,H,12,6,3,0,0,0,1.13,9.0,17.0,2223,F1,2.4,0.4,1.4,0.2,3,0,-3,0,1.2,-1.0,0.6,-1.4,12.6,5.0,6.4,1.2,0.2,0.4,0.6,2.8,2,3,0,3.0,0.0,3.0,0.4
3581,2023-05-27,Lille,Nantes,2,1,H,0,1,A,9,8,2,3,0,0,1.44,4.75,7.0,2223,F1,2.6,0.8,0.8,0.6,-1,2,1,-2,0.4,-0.8,1.0,-0.2,13.4,11.4,5.6,4.6,0.0,0.0,1.2,1.8,2,3,0,2.6,0.4,1.6,0.4
3580,2023-05-27,Lyon,Reims,3,0,H,2,0,H,23,10,7,1,0,1,1.57,4.75,5.0,2223,F1,2.6,1.0,0.6,0.6,2,1,-2,-1,-0.6,-0.2,1.4,0.0,13.4,13.2,6.0,4.6,0.0,0.0,1.8,1.2,2,3,0,2.0,1.2,1.8,0.8
3579,2023-05-27,Marseille,Brest,1,2,A,0,0,D,10,15,4,5,0,0,1.36,5.25,7.0,2223,F1,2.2,1.0,0.8,0.6,0,-1,0,1,0.2,0.0,0.8,0.0,17.6,10.8,4.4,2.4,0.2,0.0,1.2,1.0,0,0,3,2.2,1.2,1.8,2.0
3578,2023-05-27,Montpellier,Nice,2,3,A,2,0,H,14,23,8,15,0,0,2.45,3.5,2.8,2223,F1,2.0,0.8,0.6,0.6,2,-3,-2,3,0.2,-0.2,1.0,-0.2,16.0,15.6,6.2,6.8,0.4,0.0,0.8,1.2,0,0,3,2.0,1.0,2.0,1.4
3577,2023-05-27,Rennes,Monaco,2,0,H,0,0,D,12,11,6,3,0,0,2.05,3.75,3.3,2223,F1,2.2,1.4,1.0,1.0,0,2,0,-2,0.4,0.4,1.0,-0.8,17.0,13.0,5.2,6.6,0.0,0.0,0.8,1.8,2,3,0,1.8,1.4,1.8,0.8
3576,2023-05-27,Strasbourg,Paris SG,1,1,D,0,0,D,17,7,5,2,0,0,5.0,4.2,1.62,2223,F1,1.6,2.2,0.8,1.4,0,0,0,0,0.2,1.2,0.6,0.2,13.0,17.2,4.4,6.4,0.0,0.0,0.8,0.8,1,1,1,1.8,3.0,2.0,2.4
3575,2023-05-27,Toulouse,Auxerre,1,1,D,1,1,D,10,16,3,2,0,0,2.2,3.6,3.1,2223,F1,0.2,1.0,0.2,1.0,0,0,0,0,-0.2,0.6,-0.8,-0.8,12.2,8.6,3.6,2.2,0.0,0.0,1.2,1.2,1,1,1,0.2,0.8,1.2,0.4
