id,date,home_team,away_team,home_goals,away_goals,match_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_target,away_shots_target,home_red_cards,away_red_cards,b365h,b365d,b365a,season,league,home_team_goals_avg_last_5,away_goals_avg_last_5,ht_home_goals_avg_last_5,ht_away_goals_avg_last_5,home_balance_1h,home_balance_2h,away_balance_1h,away_balance_2h,home_form_1h_last_5,away_form_1h_last_5,home_form_2h_last_5,away_form_2h_last_5,home_shots_avg_last_5,away_shots_avg_last_5,home_shots_target_avg_last_5,away_shots_target_avg_last_5,home_red_cards_avg_last_5,away_red_cards_avg_last_5,home_goals_conceded_avg_last_5,away_goals_conceded_avg_last_5,target,home_points,away_points,home_points_avg_last_5,away_points_avg_last_5,home_overall_points_last_5,away_overall_points_last_5
2549,2022-12-26,Everton,Wolves,1,2,A,1,1,D,12,7,6,4,0,0,2.3,3.25,3.2,2223,E0,1.0,0.4,0.4,0.2,0,-1,0,1,-0.2,-0.2,0.4,-1.0,10.6,12.8,3.0,3.6,0.0,0.2,0.8,1.6,0,0,3,1.4,0.4,0.8,0.2
2554,2022-12-27,Man United,Nott'm Forest,3,0,H,2,0,H,17,8,8,3,0,0,1.29,5.5,11.0,2223,E0,1.6,0.0,0.6,0.0,2,1,-2,-1,0.6,-1.4,0.6,-1.8,16.2,7.2,5.0,1.6,0.0,0.0,0.4,3.2,2,3,0,2.6,0.2,2.0,1.6
2555,2022-12-27,Chelsea,Bournemouth,2,0,H,2,0,H,15,9,5,4,0,0,1.3,5.5,10.0,2223,E0,1.6,1.8,0.2,0.8,2,0,-2,0,0.2,-0.2,0.6,-0.2,9.2,8.4,3.2,4.2,0.2,0.0,0.8,2.2,2,3,0,2.0,1.0,0.4,0.6
2556,2022-12-28,Paris SG,Strasbourg,2,1,H,1,0,H,9,10,6,3,1,0,1.22,6.5,13.0,2223,F1,2.6,1.8,1.0,1.0,1,0,-1,0,0.8,-0.6,1.0,0.2,15.2,10.6,6.6,4.4,0.0,0.2,0.8,2.2,2,3,0,3.0,1.0,3.0,0.6
2557,2022-12-28,Brest,Lyon,2,4,A,1,3,A,17,17,5,10,0,0,3.75,3.6,1.95,2223,F1,0.8,1.0,0.4,0.4,-2,0,2,0,0.0,0.0,-0.2,-0.6,11.6,12.6,3.8,5.0,0.0,0.2,1.0,1.6,0,0,3,1.0,0.6,1.4,1.4
2558,2022-12-28,Clermont,Lille,0,2,A,0,0,D,9,14,3,3,1,0,4.2,3.75,1.83,2223,F1,1.4,1.6,0.2,0.6,0,-2,0,2,-0.4,0.0,0.2,0.4,13.2,15.6,4.4,5.2,0.0,0.0,1.6,1.2,0,0,3,1.4,1.2,0.6,2.0
2559,2022-12-28,Auxerre,Monaco,2,3,A,1,1,D,11,6,6,3,0,0,4.5,4.0,1.73,2223,F1,0.8,2.2,0.4,0.6,0,-1,0,1,-0.6,0.2,0.0,1.2,13.0,15.6,3.6,7.2,0.4,0.0,1.4,0.8,0,0,3,1.0,2.4,1.0,1.4
2560,2022-12-28,Leeds,Man City,1,3,A,0,1,A,9,26,1,9,0,0,9.5,6.0,1.29,2223,E0,1.4,1.6,0.4,0.6,-1,-1,1,1,-0.6,0.2,0.4,0.4,14.2,16.2,3.8,6.4,0.2,0.0,1.6,1.0,0,0,3,1.0,1.6,1.2,1.8
2561,2022-12-28,Troyes,Nantes,0,0,D,0,0,D,6,19,2,5,0,0,2.38,3.6,2.88,2223,F1,1.4,0.8,0.6,0.2,0,0,0,0,0.4,-0.8,-0.4,-0.8,14.2,10.0,3.8,3.6,0.2,0.6,1.4,2.4,1,1,1,1.0,0.2,0.6,1.2
2562,2022-12-28,Ajaccio,Angers,1,0,H,1,0,H,11,14,3,4,0,0,2.0,3.4,4.0,2223,F1,1.0,0.6,0.8,0.4,1,0,-1,0,0.0,-0.6,-1.0,-1.0,11.4,10.6,3.4,3.6,0.2,0.2,2.0,2.2,2,3,0,0.6,0.6,1.0,0.0
2569,2022-12-29,Reims,Rennes,3,1,H,2,1,H,10,11,4,5,0,0,3.3,3.4,2.2,2223,F1,0.8,1.6,0.2,0.6,1,1,-1,-1,0.0,0.2,-0.2,0.4,18.2,13.0,5.8,4.8,0.2,0.2,1.0,1.0,2,3,0,1.6,1.8,1.8,2.6
2568,2022-12-29,Ath Madrid,Elche,2,0,H,0,0,D,18,5,4,1,1,2,1.29,5.5,10.0,2223,SP1,1.8,1.2,0.6,0.6,0,2,0,-2,0.2,-0.8,0.4,-0.2,14.8,5.4,5.4,3.0,0.2,0.2,1.2,2.2,2,3,0,1.6,0.4,1.0,0.2
2567,2022-12-29,Lorient,Montpellier,0,2,A,0,2,A,12,14,4,6,0,0,1.95,3.75,3.75,2223,F1,1.4,0.8,0.6,0.6,-2,0,2,0,0.2,-0.6,-0.2,-0.8,10.6,10.6,4.4,3.0,0.2,0.0,1.4,2.2,0,0,3,1.4,0.2,0.6,0.4
2566,2022-12-29,Marseille,Toulouse,6,1,H,2,0,H,13,10,7,6,0,0,1.5,4.5,6.0,2223,F1,1.0,0.6,0.6,0.0,2,3,-2,-3,0.0,-0.6,0.0,-0.8,11.6,10.4,3.6,3.0,0.0,0.0,1.0,2.0,2,3,0,1.4,0.2,1.4,0.8
2564,2022-12-29,Girona,Vallecano,2,2,D,1,1,D,16,12,7,4,0,0,2.3,3.2,3.3,2223,SP1,1.8,1.2,0.8,0.2,0,0,0,0,0.0,-1.2,0.0,0.6,15.8,11.4,6.0,3.6,0.0,0.0,1.8,1.8,1,1,1,1.6,0.8,1.6,2.2
2563,2022-12-29,Betis,Ath Bilbao,0,0,D,0,0,D,9,10,5,0,1,0,2.88,3.3,2.5,2223,SP1,1.6,1.6,0.6,1.0,0,0,0,0,0.4,0.0,0.2,-0.4,13.2,13.4,4.4,5.2,0.4,0.2,1.0,2.0,1,1,1,2.0,1.0,1.0,1.4
2565,2022-12-29,Nice,Lens,0,0,D,0,0,D,9,10,5,2,0,0,3.2,3.0,2.45,2223,F1,1.0,0.8,0.4,0.2,0,0,0,0,0.2,0.0,-0.2,0.2,13.8,12.4,6.0,3.4,0.2,0.2,1.0,0.6,1,1,1,1.4,1.6,1.8,3.0
2570,2022-12-30,Cadiz,Almeria,1,1,D,0,1,A,12,18,6,9,0,0,2.38,3.1,3.25,2223,SP1,1.0,0.4,0.4,0.2,-1,1,1,-1,0.4,-0.6,-1.0,-1.4,9.4,9.6,3.0,3.0,0.2,0.0,1.6,2.4,1,1,1,1.2,0.0,1.0,1.8
2571,2022-12-30,Celta,Sevilla,1,1,D,1,0,H,17,7,5,5,0,1,2.2,3.3,3.4,2223,SP1,1.4,1.4,0.6,0.8,1,-1,-1,1,-0.2,0.2,0.6,-0.2,12.0,11.6,4.4,3.4,0.2,0.4,1.0,1.4,1,1,1,1.4,1.6,0.4,0.4
2572,2022-12-30,Getafe,Mallorca,2,0,H,0,0,D,14,3,6,0,0,0,2.75,2.75,3.1,2223,SP1,1.2,1.2,0.8,0.4,0,2,0,-2,0.0,-0.2,-0.2,0.0,11.0,9.0,3.4,3.8,0.4,0.2,1.4,1.4,2,3,0,1.0,1.4,1.2,2.0
2573,2022-12-30,Liverpool,Leicester,2,1,H,2,1,H,21,7,5,2,0,0,1.29,6.0,9.5,2223,E0,1.8,2.2,1.2,1.4,1,0,-1,0,0.4,1.0,0.2,-0.4,17.4,12.8,6.6,6.0,0.0,0.0,1.2,1.6,2,3,0,2.0,1.8,1.8,1.8
2574,2022-12-30,Valladolid,Real Madrid,0,2,A,0,0,D,14,19,4,8,1,0,6.5,4.75,1.45,2223,SP1,1.4,2.2,0.6,1.4,0,-2,0,2,0.4,0.8,0.4,0.4,12.8,14.0,5.8,4.4,0.0,0.0,0.6,1.0,0,0,3,2.0,2.4,1.8,2.0
2575,2022-12-30,West Ham,Brentford,0,2,A,0,2,A,20,9,5,6,0,0,2.0,3.6,3.6,2223,E0,1.6,1.0,0.8,0.4,-2,0,2,0,0.2,-1.0,0.4,-0.4,15.6,9.4,5.0,4.0,0.0,0.0,1.0,2.4,0,0,3,1.8,1.0,0.6,1.2
2584,2022-12-31,Man City,Everton,1,1,D,1,0,H,16,2,3,1,0,0,1.13,9.0,19.0,2223,E0,3.2,0.4,2.0,0.0,1,-1,-1,1,1.6,-0.6,0.2,-0.4,19.6,8.2,6.6,2.4,0.2,0.0,1.4,1.4,1,1,1,2.4,0.8,2.4,0.8
2583,2022-12-31,Brighton,Arsenal,2,4,A,0,2,A,9,14,5,7,0,0,3.4,3.5,2.1,2223,E0,2.0,1.6,1.2,0.8,-2,0,2,0,0.4,0.8,0.4,0.6,16.4,12.4,6.6,4.0,0.0,0.0,1.2,0.2,0,0,3,1.4,2.6,1.8,2.6
2581,2022-12-31,Villarreal,Valencia,2,1,H,1,1,D,14,13,8,4,0,0,1.95,3.4,4.2,2223,SP1,1.8,1.4,0.6,0.6,0,1,0,-1,0.0,0.2,1.0,-0.2,13.4,14.2,6.6,4.8,0.2,0.4,0.8,1.4,2,3,0,2.0,1.2,1.2,1.0
2580,2022-12-31,Fulham,Southampton,2,1,H,1,0,H,8,9,2,3,0,0,1.95,3.6,3.75,2223,E0,1.4,0.4,0.4,0.4,1,0,-1,0,-0.8,-1.0,0.6,-0.4,15.6,8.8,5.2,2.6,0.2,0.0,1.6,1.8,2,3,0,1.0,0.6,1.4,0.2
2582,2022-12-31,Newcastle,Leeds,0,0,D,0,0,D,16,8,5,1,0,0,1.45,4.5,7.0,2223,E0,2.4,1.6,0.8,1.0,0,0,0,0,0.8,-0.4,1.2,-0.8,16.4,13.4,5.4,4.6,0.0,0.2,0.4,2.8,1,1,1,2.6,0.6,3.0,1.2
2578,2022-12-31,Sociedad,Osasuna,2,0,H,1,0,H,9,11,2,3,0,0,1.85,3.3,4.75,2223,SP1,1.0,1.0,1.0,0.8,1,1,-1,-1,0.6,0.0,-0.4,0.0,13.6,10.8,5.8,3.0,0.2,0.2,0.8,1.0,2,3,0,2.0,1.6,1.4,2.0
2577,2022-12-31,Barcelona,Espanol,1,1,D,1,0,H,21,4,6,1,1,1,1.25,6.5,10.0,2223,SP1,2.6,1.0,1.8,0.2,1,-1,-1,1,1.8,-0.4,0.8,0.0,18.2,8.2,7.8,3.4,0.0,0.2,0.0,1.4,1,1,1,3.0,0.6,3.0,0.6
2576,2022-12-31,Bournemouth,Crystal Palace,0,2,A,0,2,A,6,15,2,6,0,0,2.8,3.3,2.5,2223,E0,1.4,0.4,0.6,0.2,-2,0,2,0,0.2,-0.2,0.2,-0.4,10.8,11.8,4.2,3.6,0.0,0.0,1.0,1.0,0,0,3,1.4,1.0,0.6,1.2
2579,2022-12-31,Wolves,Man United,0,1,A,0,0,D,10,16,3,6,0,0,4.0,3.6,1.91,2223,E0,0.6,1.8,0.4,0.8,0,-1,0,1,-0.8,-0.6,-1.0,0.0,11.0,11.8,3.0,6.0,0.4,0.0,2.4,2.4,0,0,3,0.6,1.4,0.8,2.0
2592,2023-01-01,Lens,Paris SG,3,1,H,2,1,H,10,16,4,6,0,0,3.25,3.6,2.2,2223,F1,1.6,1.8,0.2,0.8,1,1,-1,-1,0.0,0.8,1.4,0.8,15.8,14.2,5.0,6.4,0.0,0.2,0.2,0.2,2,3,0,3.0,2.6,2.6,3.0
2591,2023-01-01,Angers,Lorient,1,2,A,1,0,H,14,10,6,5,0,0,2.75,3.4,2.5,2223,F1,1.2,1.8,0.4,1.0,1,-2,-1,2,-0.8,0.6,-0.2,0.2,10.8,12.0,4.6,4.8,0.0,0.0,2.2,1.0,0,0,3,0.6,2.2,0.0,0.4
2590,2023-01-01,Nott'm Forest,Chelsea,1,1,D,0,1,A,12,7,5,2,0,0,5.0,3.8,1.7,2223,E0,1.4,1.0,0.6,0.4,-1,1,1,-1,0.2,-0.4,0.0,0.2,10.2,11.0,4.4,4.2,0.0,0.0,1.2,1.2,1,1,1,1.6,1.4,1.4,0.8
2588,2023-01-01,Monaco,Brest,1,0,H,0,0,D,17,13,5,6,0,0,1.5,4.75,5.5,2223,F1,2.2,1.0,1.0,0.4,0,1,0,-1,0.8,-0.2,0.2,-0.4,9.2,11.4,5.0,4.0,0.2,0.0,1.2,1.6,2,3,0,2.0,0.8,1.8,1.4
2589,2023-01-01,Tottenham,Aston Villa,0,2,A,0,0,D,6,13,2,4,0,0,1.67,4.0,5.0,2223,E0,2.8,0.6,0.6,0.4,0,-2,0,2,-1.0,-0.4,2.0,-0.8,16.4,10.8,7.2,3.4,0.0,0.2,1.8,1.8,0,0,3,1.8,1.0,1.4,1.8
2586,2023-01-01,Toulouse,Ajaccio,2,0,H,0,0,D,11,1,4,0,0,0,2.0,3.4,3.8,2223,F1,2.0,1.2,1.4,0.2,0,2,0,-2,1.0,-0.2,-0.6,0.4,14.0,9.0,5.4,3.4,0.4,0.2,1.6,1.0,2,3,0,2.0,1.6,0.2,1.4
2585,2023-01-01,Lyon,Clermont,0,1,A,0,0,D,13,13,2,3,0,0,1.5,4.5,6.0,2223,F1,1.6,1.2,0.6,0.4,0,-1,0,1,0.2,0.2,0.8,0.0,12.4,10.6,5.2,4.4,0.0,0.0,0.6,1.0,0,0,3,1.6,1.2,2.0,0.4
2587,2023-01-01,Nantes,Auxerre,1,0,H,0,0,D,10,14,3,6,0,0,1.85,3.4,4.33,2223,F1,1.4,0.6,0.4,0.2,0,1,0,-1,0.0,-0.6,0.0,-1.8,13.4,10.6,4.0,3.0,0.2,0.0,1.4,3.0,2,3,0,1.2,0.2,0.8,0.8
2597,2023-01-02,Rennes,Nice,2,1,H,1,1,D,20,7,5,3,0,0,1.8,4.0,4.0,2223,F1,3.2,1.2,1.2,0.4,0,1,0,-1,1.0,-0.2,1.6,0.4,14.0,10.8,5.8,2.8,0.2,0.0,0.6,1.0,2,3,0,3.0,1.6,2.0,1.8
2593,2023-01-02,Strasbourg,Troyes,2,3,A,1,2,A,17,9,7,5,0,0,1.8,3.8,4.33,2223,F1,0.8,1.8,0.0,0.4,-1,0,1,0,-1.0,-0.6,0.0,0.2,13.0,11.4,3.4,3.8,0.4,0.2,1.8,2.2,0,0,3,0.6,0.6,0.6,0.6
2594,2023-01-02,Lille,Reims,1,1,D,1,0,H,14,9,5,6,0,0,1.65,4.0,5.25,2223,F1,1.8,0.6,1.2,0.2,1,-1,-1,1,0.8,0.0,0.0,-0.2,14.0,10.2,5.6,2.4,0.2,0.8,1.0,0.8,1,1,1,2.6,0.8,2.0,2.2
2595,2023-01-02,Montpellier,Marseille,1,2,A,0,0,D,8,18,1,9,0,1,4.5,4.0,1.73,2223,F1,1.0,2.0,0.4,1.0,0,-1,0,1,-0.2,0.6,-0.6,0.4,10.2,14.4,3.8,5.8,0.4,0.2,1.8,1.0,0,0,3,0.8,2.0,1.0,2.0
2596,2023-01-02,Brentford,Liverpool,3,1,H,2,0,H,10,16,7,6,0,0,5.5,4.33,1.55,2223,E0,1.0,1.4,0.4,1.0,2,0,-2,0,0.0,0.6,-0.2,-0.4,8.2,15.0,3.6,6.6,0.0,0.0,1.2,1.2,2,3,0,1.2,1.4,1.8,2.4
2601,2023-01-03,Arsenal,Newcastle,0,0,D,0,0,D,17,8,4,1,0,0,1.8,3.8,4.33,2223,E0,3.2,2.6,1.0,1.8,0,0,0,0,0.4,1.8,1.8,0.2,19.0,12.0,8.0,5.2,0.0,0.0,1.0,0.6,1,1,1,3.0,2.6,3.0,2.6
2599,2023-01-03,Leicester,Fulham,0,1,A,0,1,A,15,11,6,2,0,0,2.2,3.6,3.1,2223,E0,1.2,2.2,1.0,0.8,-1,0,1,0,0.4,0.0,0.0,0.4,10.8,12.2,4.0,5.4,0.0,0.0,0.8,1.8,0,0,3,1.4,1.8,1.2,1.4
2600,2023-01-03,Everton,Brighton,1,4,A,0,1,A,10,19,4,8,0,0,3.5,3.5,2.1,2223,E0,1.2,2.0,0.6,1.2,-1,-2,1,2,-0.2,0.0,0.2,-0.2,10.2,12.2,3.6,5.4,0.0,0.0,1.2,2.2,0,0,3,1.2,1.4,0.4,1.8
2598,2023-01-03,Man United,Bournemouth,3,0,H,1,0,H,18,7,6,4,0,0,1.29,5.5,11.0,2223,E0,1.8,1.2,0.8,0.8,1,2,-1,-2,0.8,-0.2,0.8,-0.8,17.2,8.6,5.8,4.4,0.0,0.0,0.2,2.2,2,3,0,2.6,0.4,2.4,0.6
2613,2023-01-04,Fiorentina,Monza,1,1,D,1,0,H,22,10,6,3,0,0,1.7,3.8,4.75,2223,I1,1.6,1.0,0.8,0.4,1,-1,-1,1,-0.2,-0.2,-0.2,-0.2,16.8,11.0,5.6,3.4,0.0,0.2,2.0,1.4,1,1,1,1.4,0.8,1.8,1.2
2602,2023-01-04,Inter,Napoli,1,0,H,0,0,D,6,9,1,2,0,0,2.25,3.4,3.1,2223,I1,2.6,2.2,1.4,0.8,0,1,0,-1,1.0,0.4,1.0,1.0,15.4,13.6,5.2,6.2,0.0,0.0,0.6,0.8,2,3,0,2.4,3.0,2.4,3.0
2603,2023-01-04,Lecce,Lazio,2,1,H,0,1,A,11,8,4,2,0,0,3.6,3.3,2.05,2223,I1,1.0,2.2,0.8,1.4,-1,2,1,-2,0.2,1.2,-0.2,0.4,7.8,10.2,1.8,4.6,0.2,0.0,1.0,0.6,2,3,0,1.2,2.4,1.4,1.8
2604,2023-01-04,Udinese,Empoli,1,1,D,0,1,A,21,6,3,1,0,1,1.6,4.2,5.75,2223,I1,2.2,0.8,0.6,0.2,-1,1,1,-1,-0.2,-0.2,1.2,-0.8,14.6,9.4,4.4,3.4,0.0,0.2,1.2,1.8,1,1,1,1.6,1.0,0.6,1.2
2605,2023-01-04,Crystal Palace,Tottenham,0,4,A,0,0,D,19,14,4,6,0,0,3.4,3.5,2.15,2223,E0,1.2,1.4,0.6,0.4,0,-4,0,4,-0.2,-0.2,0.0,-0.2,10.0,12.6,3.0,4.6,0.4,0.2,1.4,1.8,0,0,3,1.8,1.4,1.8,1.4
2606,2023-01-04,Spezia,Atalanta,2,2,D,2,0,H,7,19,3,3,0,0,4.75,3.8,1.67,2223,I1,1.6,1.6,1.2,0.8,2,-2,-2,2,0.2,0.4,-0.2,0.4,13.4,11.6,5.2,4.4,0.2,0.0,1.6,0.8,1,1,1,1.2,2.0,0.8,0.6
2607,2023-01-04,Sassuolo,Sampdoria,1,2,A,0,2,A,16,9,4,4,0,0,1.73,3.75,4.75,2223,I1,2.0,0.6,0.8,0.2,-2,1,2,-1,0.4,-0.8,0.2,-0.2,13.0,9.6,5.0,3.6,0.2,0.0,1.4,1.6,0,0,3,1.4,0.8,0.8,0.6
2608,2023-01-04,Salernitana,Milan,1,2,A,0,2,A,8,16,1,10,0,0,7.0,4.33,1.45,2223,I1,1.6,1.6,0.8,0.4,-2,1,2,-1,0.2,-0.2,0.0,0.8,13.0,15.6,3.6,4.4,0.2,0.2,1.4,1.0,0,0,3,1.6,2.0,1.4,2.0
2609,2023-01-04,Roma,Bologna,1,0,H,1,0,H,14,10,4,2,0,0,1.6,3.8,5.5,2223,I1,0.6,1.4,0.2,0.6,1,0,-1,0,-0.4,-0.6,0.0,-1.0,13.6,11.6,3.4,3.8,0.0,0.0,1.0,3.0,2,3,0,0.8,0.8,1.0,2.4
2610,2023-01-04,Aston Villa,Wolves,1,1,D,0,1,A,13,10,4,3,0,0,1.95,3.6,4.0,2223,E0,1.8,0.8,1.2,0.4,-1,1,1,-1,0.4,-0.2,0.2,-0.8,13.2,10.8,6.2,3.6,0.0,0.2,1.2,1.8,1,1,1,1.8,0.8,1.8,0.8
2611,2023-01-04,Leeds,West Ham,2,2,D,1,1,D,14,15,6,2,0,0,2.6,3.5,2.6,2223,E0,1.4,0.4,0.4,0.2,0,0,0,0,-0.6,-0.4,0.0,-0.6,13.2,13.6,3.0,4.0,0.2,0.0,2.0,1.4,1,1,1,0.8,0.2,1.4,0.0
2612,2023-01-04,Southampton,Nott'm Forest,0,1,A,0,1,A,8,11,0,1,0,0,2.0,3.5,3.8,2223,E0,1.0,0.0,0.2,0.0,-1,0,1,0,-0.6,-1.2,-0.6,-1.4,14.4,7.2,5.2,2.0,0.0,0.0,2.2,2.6,0,0,3,0.4,0.2,0.0,1.0
2615,2023-01-04,Cremonese,Juventus,0,1,A,0,0,D,13,19,3,8,0,0,4.75,3.8,1.67,2223,I1,0.2,0.6,0.0,0.0,0,-1,0,1,-0.8,-0.2,-0.8,0.2,14.0,11.6,2.2,4.2,0.0,0.4,1.8,0.6,0,0,3,0.4,1.8,0.6,3.0
2614,2023-01-04,Torino,Verona,1,1,D,0,1,A,9,10,3,2,0,0,1.83,3.4,4.5,2223,I1,1.0,0.4,0.6,0.2,-1,1,1,-1,0.6,-0.4,-0.4,-1.2,12.4,9.4,4.2,2.2,0.0,0.4,0.8,2.0,1,1,1,1.4,0.0,2.0,0.0
2616,2023-01-05,Chelsea,Man City,0,1,A,0,0,D,8,12,2,3,0,0,5.0,4.0,1.67,2223,E0,1.6,1.6,0.6,0.6,0,-1,0,1,0.6,0.6,0.4,0.4,10.8,17.2,3.6,6.2,0.0,0.0,0.6,0.6,0,0,3,2.0,2.0,0.8,2.0
2617,2023-01-06,Elche,Celta,0,1,A,0,1,A,13,14,5,7,1,0,4.0,3.25,1.95,2223,SP1,0.6,0.4,0.4,0.4,-1,0,1,0,-0.8,-0.2,-0.8,-1.6,9.8,12.2,2.8,3.2,0.2,0.4,2.2,2.2,0,0,3,0.2,0.2,0.2,0.6
2618,2023-01-06,Valencia,Cadiz,0,1,A,0,1,A,11,6,2,2,0,0,1.57,4.0,5.75,2223,SP1,1.8,0.8,0.6,0.0,-1,0,1,0,0.4,-0.6,0.4,-0.2,13.0,8.8,5.4,2.4,0.0,0.6,1.0,1.6,0,0,3,1.4,1.0,0.8,1.0
2619,2023-01-07,Monza,Inter,2,2,D,1,2,A,13,11,4,3,0,0,5.75,4.33,1.55,2223,I1,1.8,2.0,0.6,1.0,-1,1,1,-1,0.6,0.4,0.8,-0.6,13.2,13.2,4.2,4.2,0.0,0.0,0.4,2.2,1,1,1,2.4,1.8,1.4,2.4
2620,2023-01-07,Juventus,Udinese,1,0,H,0,0,D,14,11,4,3,0,0,1.75,3.8,4.5,2223,I1,2.8,1.0,0.6,0.2,0,1,0,-1,0.2,-0.6,2.2,0.6,16.2,13.2,6.4,3.8,0.4,0.0,0.4,1.0,2,3,0,2.6,1.2,3.0,0.8
2621,2023-01-07,Fiorentina,Sassuolo,2,1,H,0,0,D,14,17,5,4,0,0,1.7,3.8,5.0,2223,I1,1.6,0.4,0.8,0.2,0,1,0,-1,0.0,-0.8,-0.4,-0.8,17.8,10.0,5.8,4.0,0.0,0.2,2.0,2.0,2,3,0,1.4,0.6,2.0,0.2
2622,2023-01-07,Villarreal,Real Madrid,2,1,H,0,0,D,17,13,5,3,0,0,3.25,3.8,2.05,2223,SP1,1.4,2.0,0.4,1.2,0,1,0,-1,-0.4,0.8,0.8,0.4,12.6,14.0,6.2,4.8,0.2,0.0,1.0,0.8,2,3,0,2.0,2.4,1.8,2.0
2623,2023-01-07,Mallorca,Valladolid,1,0,H,0,0,D,13,9,4,1,0,0,1.95,3.3,4.2,2223,SP1,0.6,0.8,0.4,0.6,0,1,0,-1,0.2,-0.6,-0.2,-0.6,9.6,11.4,3.6,3.0,0.0,0.0,0.6,2.0,2,3,0,1.4,0.6,2.0,1.2
2624,2023-01-07,Espanol,Girona,2,2,D,0,1,A,12,12,6,5,0,0,2.25,3.4,3.2,2223,SP1,1.4,1.4,0.4,0.4,-1,1,1,-1,-0.4,-0.8,0.2,0.4,14.2,12.4,4.8,3.4,0.2,0.0,1.6,1.8,1,1,1,1.0,0.8,0.8,1.8
2631,2023-01-08,Milan,Roma,2,2,D,1,0,H,12,12,5,3,0,0,1.83,3.6,4.33,2223,I1,2.2,1.8,1.0,0.8,1,-1,-1,1,0.8,0.2,0.4,0.8,18.0,10.8,5.8,4.8,0.2,0.0,1.0,0.8,1,1,1,2.4,2.6,2.0,1.6
2630,2023-01-08,Sampdoria,Napoli,0,2,A,0,1,A,9,24,2,8,1,0,8.0,4.75,1.4,2223,I1,0.2,1.8,0.0,0.6,-1,-1,1,1,-1.0,0.4,-0.8,0.6,9.2,11.6,2.0,5.2,0.0,0.0,2.0,0.8,0,0,3,0.0,2.4,0.6,2.4
2629,2023-01-08,Spezia,Lecce,0,0,D,0,0,D,10,15,2,4,0,0,2.6,3.1,2.9,2223,I1,1.6,1.2,1.4,0.8,0,0,0,0,0.6,0.2,-0.6,-0.2,11.8,9.6,4.8,2.8,0.2,0.2,1.6,1.2,1,1,1,1.2,1.4,1.0,2.0
2628,2023-01-08,Lazio,Empoli,2,2,D,1,0,H,18,5,4,2,0,0,1.53,4.2,6.0,2223,I1,1.6,0.6,0.6,0.2,1,-1,-1,1,0.6,0.0,0.4,-1.0,12.2,8.4,4.6,2.6,0.0,0.4,0.6,1.6,1,1,1,2.0,1.0,1.2,1.4
2633,2023-01-08,Sevilla,Getafe,2,1,H,1,0,H,11,11,5,2,0,0,1.75,3.4,5.25,2223,SP1,0.6,0.8,0.4,0.4,1,0,-1,0,-0.4,0.2,-0.4,0.2,11.6,7.8,3.6,2.8,0.6,0.4,1.4,0.4,2,3,0,0.4,1.6,0.4,1.6
2626,2023-01-08,Ath Madrid,Barcelona,0,1,A,0,1,A,20,10,5,2,1,1,3.1,3.4,2.3,2223,SP1,1.4,1.8,0.4,0.2,-1,0,1,0,0.0,-0.4,0.4,1.4,16.4,13.4,5.4,4.2,0.4,0.4,1.0,0.8,0,0,3,1.6,2.4,1.4,2.6
2625,2023-01-08,Almeria,Sociedad,0,2,A,0,0,D,6,9,1,6,0,0,4.2,3.3,1.95,2223,SP1,2.0,2.0,1.4,1.0,0,-2,0,2,1.0,-0.2,0.0,0.6,11.4,13.8,4.2,5.6,0.4,0.0,1.0,1.6,0,0,3,2.4,1.8,1.4,1.4
2632,2023-01-08,Vallecano,Betis,1,2,A,1,2,A,15,14,3,3,0,0,2.3,3.3,3.2,2223,SP1,2.0,0.4,1.0,0.0,-1,0,1,0,0.4,-0.2,0.8,-0.2,16.8,8.0,6.0,2.6,0.2,0.8,0.8,0.8,0,0,3,2.2,1.0,2.2,1.0
2627,2023-01-08,Salernitana,Torino,1,1,D,0,1,A,11,23,4,8,0,0,3.7,3.2,2.15,2223,I1,1.4,1.0,0.6,0.6,-1,1,1,-1,-0.2,-0.2,0.2,-0.4,11.6,11.4,3.0,3.6,0.2,0.0,1.4,1.6,1,1,1,1.4,0.8,0.8,1.6
2635,2023-01-09,Verona,Cremonese,2,0,H,2,0,H,9,15,4,5,0,0,2.05,3.3,3.8,2223,I1,0.8,1.2,0.8,0.6,2,0,-2,0,0.4,-0.4,-1.6,0.0,13.2,14.8,3.4,4.4,0.2,0.0,2.0,1.6,2,3,0,0.0,0.8,0.2,0.6
2636,2023-01-09,Bologna,Atalanta,1,2,A,1,0,H,12,7,3,3,0,0,3.4,3.4,2.15,2223,I1,1.6,1.6,0.8,0.8,1,-2,-1,2,0.6,0.0,0.4,0.4,11.0,12.8,3.6,3.8,0.0,0.0,0.6,1.2,0,0,3,2.0,1.6,1.8,0.8
2634,2023-01-09,Ath Bilbao,Osasuna,0,0,D,0,0,D,17,3,3,1,0,0,1.67,3.6,5.75,2223,SP1,2.2,0.8,1.2,0.6,0,0,0,0,1.0,-0.4,0.6,-0.2,16.4,10.0,5.4,2.8,0.0,0.2,0.6,1.4,1,1,1,2.4,1.0,1.4,1.4
